CoC,Count,"Overall Homeless - Under 18, 2014","Overall Homeless - Age 18 to 24, 2014","Overall Homeless - Over 24, 2014","Sheltered ES Homeless, 2014","Sheltered ES Homeless - Under 18, 2014","Sheltered ES Homeless - Age 18 to 24, 2014","Sheltered ES Homeless - Over 24, 2014","Sheltered TH Homeless, 2014","Sheltered TH Homeless - Under 18, 2014","Sheltered TH Homeless - Age 18 to 24, 2014","Sheltered TH Homeless - Over 24, 2014","Sheltered SH Homeless, 2014","Sheltered SH Homeless - Age 18 to 24, 2014","Sheltered SH Homeless - Over 24, 2014","Sheltered Total Homeless, 2014","Sheltered Total Homeless - Under 18, 2014","Sheltered Total Homeless - Age 18 to 24, 2014","Sheltered Total Homeless - Over 24, 2014","Unsheltered Homeless, 2014","Unsheltered Homeless - Under 18, 2014","Unsheltered Homeless - Age 18 to 24, 2014","Unsheltered Homeless - Over 24, 2014","Overall Homeless Individuals, 2014","Overall Homeless Individuals - Under 18, 2014","Overall Homeless Individuals - Age 18 to 24, 2014","Overall Homeless Individuals - Over 24, 2014","Sheltered ES Homeless Individuals, 2014","Sheltered ES Homeless Individuals - Under 18, 2014","Sheltered ES Homeless Individuals - Age 18 to 24, 2014","Sheltered ES Homeless Individuals - Over 24, 2014","Sheltered TH Homeless Individuals, 2014","Sheltered TH Homeless Individuals - Under 18, 2014","Sheltered TH Homeless Individuals - Age 18 to 24, 2014","Sheltered TH Homeless Individuals - Over 24, 2014","Sheltered SH Homeless Individuals, 2014","Sheltered SH Homeless Individuals - Age 18 to 24, 2014","Sheltered SH Homeless Individuals - Over 24, 2014","Sheltered Total Homeless Individuals, 2014","Sheltered Total Homeless Individuals - Under 18, 2014","Sheltered Total Homeless Individuals - Age 18 to 24, 2014","Sheltered Total Homeless Individuals - Over 24, 2014","Unsheltered Homeless Individuals, 2014","Unsheltered Homeless Individuals - Under 18, 2014","Unsheltered Homeless Individuals - Age 18 to 24, 2014","Unsheltered Homeless Individuals - Over 24, 2014","Overall Homeless People in Families, 2014","Overall Homeless People in Families - Under 18, 2014","Overall Homeless People in Families - Age 18 to 24, 2014","Overall Homeless People in Families - Over 24, 2014","Sheltered ES Homeless People in Families, 2014","Sheltered ES Homeless People in Families - Under 18, 2014","Sheltered ES Homeless People in Families - Age 18 to 24, 2014","Sheltered ES Homeless People in Families - Over 24, 2014","Sheltered TH Homeless People in Families, 2014","Sheltered TH Homeless People in Families - Under 18, 2014","Sheltered TH Homeless People in Families - Age 18 to 24, 2014","Sheltered TH Homeless People in Families - Over 24, 2014","Sheltered Total Homeless People in Families, 2014","Sheltered Total Homeless People in Families - Under 18, 2014","Sheltered Total Homeless People in Families - Age 18 to 24, 2014","Sheltered Total Homeless People in Families - Over 24, 2014","Unsheltered Homeless People in Families, 2014","Unsheltered Homeless People in Families - Under 18, 2014","Unsheltered Homeless People in Families - Age 18 to 24, 2014","Unsheltered Homeless People in Families - Over 24, 2014","Overall Homeless Family Households, 2014","Sheltered ES Homeless Family Households, 2014","Sheltered TH Homeless Family Households, 2014","Sheltered Total Homeless Family Households, 2014","Unsheltered Homeless Family Households, 2014","Overall Chronically Homeless, 2014","Sheltered ES Chronically Homeless, 2014","Sheltered SH Chronically Homeless, 2014","Sheltered Total Chronically Homeless, 2014","Unsheltered Chronically Homeless, 2014","Overall Chronically Homeless Individuals, 2014","Sheltered ES Chronically Homeless Individuals, 2014","Sheltered SH Chronically Homeless Individuals, 2014","Sheltered Total Chronically Homeless Individuals, 2014","Unsheltered Chronically Homeless Individuals, 2014","Overall Chronically Homeless People in Families, 2014","Sheltered ES Chronically Homeless People in Families, 2014","Sheltered Total Chronically Homeless People in Families, 2014","Unsheltered Chronically Homeless People in Families, 2014","Overall Homeless Veterans, 2014","Overall Homeless Veterans - Female, 2014","Sheltered Total Homeless Veterans, 2014","Sheltered Total Homeless Veterans - Female, 2014","Unsheltered Homeless Veterans, 2014","Unsheltered Homeless Veterans - Female, 2014"
TX-604,246,61,19,166,108,24,6,78,94,37,10,47,0,0,0,202,61,16,125,44,0,3,41,148,0,8,140,72,0,3,69,32,0,2,30,0,0,0,104,0,5,99,44,0,3,41,98,61,11,26,36,24,3,9,62,37,8,17,98,61,11,26,0,0,0,0,35,12,23,35,0,32,13,0,13,19,32,13,0,13,19,0,0,0,0,31,2,19,2,12,0
TX-607,9943,"1,350",755,"7,838","2,774",499,168,"2,107","1,289",198,103,988,0,0,0,"4,063",697,271,"3,095","5,880",653,484,"4,743","7,281",518,640,"6,123","1,394",81,116,"1,197",809,32,78,699,0,0,0,"2,203",113,194,"1,896","5,078",405,446,"4,227","2,662",832,115,"1,715","1,380",418,52,910,480,166,25,289,"1,860",584,77,"1,199",802,248,38,516,735,380,135,515,220,"2,434",522,0,522,"1,912","2,245",440,0,440,"1,805",189,82,82,107,823,346,255,105,568,241
TX-611,451,105,32,314,369,51,31,287,79,54,1,24,0,0,0,448,105,32,311,3,0,0,3,296,0,26,270,290,0,25,265,3,0,1,2,0,0,0,293,0,26,267,3,0,0,3,155,105,6,44,79,51,6,22,76,54,0,22,155,105,6,44,0,0,0,0,48,26,22,48,0,86,85,0,85,1,86,85,0,85,1,0,0,0,0,55,2,55,2,0,0
TX-624,281,68,6,207,231,55,4,172,28,10,2,16,0,0,0,259,65,6,188,22,3,0,19,202,25,4,173,185,25,4,156,0,0,0,0,0,0,0,185,25,4,156,17,0,0,17,79,43,2,34,46,30,0,16,28,10,2,16,74,40,2,32,5,3,0,2,36,23,12,35,1,75,65,0,65,10,63,53,0,53,10,12,12,12,0,4,1,4,1,0,0
TX-700,5308,985,442,"3,881","1,033",303,85,645,"1,971",620,142,"1,209",13,0,13,"3,017",923,227,"1,867","2,291",62,215,"2,014","3,918",80,363,"3,475",598,18,59,521,"1,016",0,89,927,13,0,13,"1,627",18,148,"1,461","2,291",62,215,"2,014","1,390",905,79,406,435,285,26,124,955,620,53,282,"1,390",905,79,406,0,0,0,0,427,117,310,427,0,769,121,2,123,646,763,115,2,117,646,6,6,6,0,644,30,310,23,334,7
TX-701,188,42,42,104,100,24,13,63,38,15,7,16,0,0,0,138,39,20,79,50,3,22,25,120,0,32,88,61,0,5,56,14,0,7,7,0,0,0,75,0,12,63,45,0,20,25,68,42,10,16,39,24,8,7,24,15,0,9,63,39,8,16,5,3,2,0,20,11,7,18,2,23,0,0,0,23,18,0,0,0,18,5,0,0,5,12,1,10,1,2,0
UT-500,2150,511,124,"1,515","1,362",288,77,997,631,220,30,381,47,1,46,"2,040",508,108,"1,424",110,3,16,91,"1,332",2,68,"1,262",884,0,42,842,296,2,9,285,47,1,46,"1,227",2,52,"1,173",105,0,16,89,818,509,56,253,478,288,35,155,335,218,21,96,813,506,56,251,5,3,0,2,250,154,95,249,1,369,297,45,342,27,335,265,45,310,25,34,32,32,2,275,14,260,11,15,3
UT-503,782,320,73,389,343,74,42,227,271,151,22,98,0,0,0,614,225,64,325,168,95,9,64,321,1,34,286,222,1,30,191,45,0,1,44,0,0,0,267,1,31,235,54,0,3,51,461,319,39,103,121,73,12,36,226,151,21,54,347,224,33,90,114,95,6,13,126,42,68,110,16,47,33,0,33,14,45,31,0,31,14,2,2,2,0,36,0,31,0,5,0
UT-504,149,49,10,90,57,13,7,37,57,33,2,22,0,0,0,114,46,9,59,35,3,1,31,76,0,7,69,39,0,6,33,7,0,0,7,0,0,0,46,0,6,40,30,0,1,29,73,49,3,21,18,13,1,4,50,33,2,15,68,46,3,19,5,3,0,2,22,7,14,21,1,6,5,0,5,1,6,5,0,5,1,0,0,0,0,6,1,2,1,4,0
VA-500,846,108,55,683,414,61,28,325,351,47,24,280,16,0,16,781,108,52,621,65,0,3,62,674,0,47,627,316,0,25,291,277,0,19,258,16,0,16,609,0,44,565,65,0,3,62,172,108,8,56,98,61,3,34,74,47,5,22,172,108,8,56,0,0,0,0,63,37,26,63,0,74,39,15,54,20,74,39,15,54,20,0,0,0,0,137,6,122,6,15,0
VA-501,668,107,39,522,473,44,32,397,157,63,6,88,0,0,0,630,107,38,485,38,0,1,37,500,0,28,472,399,0,26,373,63,0,1,62,0,0,0,462,0,27,435,38,0,1,37,168,107,11,50,74,44,6,24,94,63,5,26,168,107,11,50,0,0,0,0,53,26,27,53,0,48,31,0,31,17,46,29,0,29,17,2,2,2,0,54,10,46,7,8,3
VA-502,440,67,55,318,364,54,53,257,69,13,2,54,0,0,0,433,67,55,311,7,0,0,7,321,0,44,277,264,0,44,220,50,0,0,50,0,0,0,314,0,44,270,7,0,0,7,119,67,11,41,100,54,9,37,19,13,2,4,119,67,11,41,0,0,0,0,42,37,5,42,0,62,57,0,57,5,62,57,0,57,5,0,0,0,0,63,7,62,7,1,0
VA-503,440,139,20,281,180,42,8,130,202,97,12,93,0,0,0,382,139,20,223,58,0,0,58,251,11,9,231,133,11,4,118,60,0,5,55,0,0,0,193,11,9,173,58,0,0,58,189,128,11,50,47,31,4,12,142,97,7,38,189,128,11,50,0,0,0,0,56,16,40,56,0,86,50,0,50,36,83,47,0,47,36,3,3,3,0,59,13,49,12,10,1
VA-504,204,41,10,153,128,10,6,112,50,31,2,17,0,0,0,178,41,8,129,26,0,2,24,141,1,8,132,115,1,6,108,0,0,0,0,0,0,0,115,1,6,108,26,0,2,24,63,40,2,21,13,9,0,4,50,31,2,17,63,40,2,21,0,0,0,0,20,4,16,20,0,32,20,0,20,12,32,20,0,20,12,0,0,0,0,12,1,10,1,2,0
VA-505,525,114,23,388,389,80,19,290,86,34,1,51,22,3,19,497,114,23,360,28,0,0,28,341,0,15,326,256,0,11,245,35,0,1,34,22,3,19,313,0,15,298,28,0,0,28,184,114,8,62,133,80,8,45,51,34,0,17,184,114,8,62,0,0,0,0,60,43,17,60,0,131,97,16,113,18,123,89,16,105,18,8,8,8,0,79,18,72,16,7,2
VA-507,160,33,97,30,69,16,42,11,48,17,17,14,0,0,0,117,33,59,25,43,0,38,5,108,0,93,15,45,0,40,5,20,0,15,5,0,0,0,65,0,55,10,43,0,38,5,52,33,4,15,24,16,2,6,28,17,2,9,52,33,4,15,0,0,0,0,17,8,9,17,0,13,11,0,11,2,13,11,0,11,2,0,0,0,0,16,3,13,3,3,0
VA-508,220,61,21,138,159,39,15,105,58,22,5,31,0,0,0,217,61,20,136,3,0,1,2,128,0,14,114,100,0,12,88,25,0,1,24,0,0,0,125,0,13,112,3,0,1,2,92,61,7,24,59,39,3,17,33,22,4,7,92,61,7,24,0,0,0,0,26,16,10,26,0,32,32,0,32,0,21,21,0,21,0,11,11,11,0,13,1,13,1,0,0
VA-513,249,54,15,180,237,52,13,172,0,0,0,0,0,0,0,237,52,13,172,12,2,2,8,170,7,12,151,162,7,10,145,0,0,0,0,0,0,0,162,7,10,145,8,0,2,6,79,47,3,29,75,45,3,27,0,0,0,0,75,45,3,27,4,2,0,2,26,25,0,25,1,53,50,0,50,3,33,30,0,30,3,20,20,20,0,13,0,12,0,1,0
VA-514,201,51,13,137,140,30,9,101,31,21,1,9,0,0,0,171,51,10,110,30,0,3,27,118,0,9,109,88,0,6,82,0,0,0,0,0,0,0,88,0,6,82,30,0,3,27,83,51,4,28,52,30,3,19,31,21,1,9,83,51,4,28,0,0,0,0,28,18,10,28,0,45,28,0,28,17,42,25,0,25,17,3,3,3,0,18,2,10,2,8,0
VA-521,662,223,57,382,438,147,46,245,108,62,4,42,0,0,0,546,209,50,287,116,14,7,95,327,0,39,288,219,0,33,186,14,0,0,14,0,0,0,233,0,33,200,94,0,6,88,335,223,18,94,219,147,13,59,94,62,4,28,313,209,17,87,22,14,1,7,109,70,30,100,9,31,16,0,16,15,29,14,0,14,15,2,2,2,0,38,2,34,2,4,0
VA-600,291,70,18,203,172,37,13,122,62,33,3,26,6,0,6,240,70,16,154,51,0,2,49,178,0,10,168,111,0,8,103,10,0,0,10,6,0,6,127,0,8,119,51,0,2,49,113,70,8,35,61,37,5,19,52,33,3,16,113,70,8,35,0,0,0,0,35,19,16,35,0,74,32,6,38,36,74,32,6,38,36,0,0,0,0,21,6,13,4,8,2
VA-601,1225,407,109,709,667,153,44,470,484,254,63,167,8,0,8,"1,159",407,107,645,66,0,2,64,530,0,48,482,402,0,26,376,54,0,20,34,8,0,8,464,0,46,418,66,0,2,64,695,407,61,227,265,153,18,94,430,254,43,133,695,407,61,227,0,0,0,0,211,82,129,211,0,198,150,8,158,40,196,148,8,156,40,2,2,2,0,51,7,45,7,6,0
VA-602,177,62,22,93,80,22,10,48,71,40,6,25,0,0,0,151,62,16,73,26,0,6,20,76,0,16,60,44,0,9,35,6,0,1,5,0,0,0,50,0,10,40,26,0,6,20,101,62,6,33,36,22,1,13,65,40,5,20,101,62,6,33,0,0,0,0,31,11,20,31,0,20,10,0,10,10,20,10,0,10,10,0,0,0,0,9,1,7,1,2,0
VA-603,267,52,20,195,165,20,12,133,69,32,8,29,10,0,10,244,52,20,172,23,0,0,23,179,0,7,172,131,0,5,126,15,0,2,13,10,0,10,156,0,7,149,23,0,0,23,88,52,13,23,34,20,7,7,54,32,6,16,88,52,13,23,0,0,0,0,32,12,20,32,0,63,41,4,45,18,63,41,4,45,18,0,0,0,0,18,2,16,2,2,0
VA-604,445,161,25,259,206,70,15,121,141,91,5,45,0,0,0,347,161,20,166,98,0,5,93,192,0,11,181,91,0,6,85,3,0,0,3,0,0,0,94,0,6,88,98,0,5,93,253,161,14,78,115,70,9,36,138,91,5,42,253,161,14,78,0,0,0,0,74,33,41,74,0,59,17,0,17,42,54,12,0,12,42,5,5,5,0,19,4,11,4,8,0
VI-500,448,14,16,418,51,11,4,36,34,3,5,26,0,0,0,85,14,9,62,363,0,7,356,425,0,14,411,32,0,2,30,30,0,5,25,0,0,0,62,0,7,55,363,0,7,356,23,14,2,7,19,11,2,6,4,3,0,1,23,14,2,7,0,0,0,0,9,8,1,9,0,88,1,0,1,87,88,1,0,1,87,0,0,0,0,32,2,1,0,31,2
VT-500,1027,299,124,604,691,213,65,413,257,82,47,128,6,0,6,954,295,112,547,73,4,12,57,509,8,77,424,316,4,38,274,124,3,28,93,6,0,6,446,7,66,373,63,1,11,51,518,291,47,180,375,209,27,139,133,79,19,35,508,288,46,174,10,3,1,6,166,121,40,161,5,132,110,4,114,18,83,66,4,70,13,49,44,44,5,89,6,84,6,5,0
VT-501,532,123,73,336,340,66,30,244,102,38,16,48,0,0,0,442,104,46,292,90,19,27,44,314,1,51,262,220,1,20,199,38,0,7,31,0,0,0,258,1,27,230,56,0,24,32,218,122,22,74,120,65,10,45,64,38,9,17,184,103,19,62,34,19,3,12,73,40,20,60,13,151,114,0,114,37,116,89,0,89,27,35,25,25,10,31,2,27,1,4,1
WA-500,8949,"1,770",713,"6,466","2,906",440,186,"2,280","3,265","1,311",446,"1,508",42,0,42,"6,213","1,751",632,"3,830","2,736",19,81,"2,636","6,029",48,420,"5,561","2,227",15,140,"2,072","1,024",14,199,811,42,0,42,"3,293",29,339,"2,925","2,736",19,81,"2,636","2,920","1,722",293,905,679,425,46,208,"2,241","1,297",247,697,"2,920","1,722",293,905,0,0,0,0,872,214,658,872,0,885,488,30,518,367,881,484,30,514,367,4,4,4,0,685,46,592,44,93,2
WA-501,5236,"1,403",595,"3,238","1,511",386,137,988,"1,596",682,211,703,0,0,0,"3,107","1,068",348,"1,691","2,129",335,247,"1,547","2,900",34,378,"2,488",903,14,99,790,453,5,82,366,0,0,0,"1,356",19,181,"1,156","1,544",15,197,"1,332","2,336","1,369",217,750,608,372,38,198,"1,143",677,129,337,"1,751","1,049",167,535,585,320,50,215,745,186,374,560,185,979,309,0,309,670,829,245,0,245,584,150,64,64,86,386,37,220,23,166,14
WA-502,1149,292,113,744,561,120,41,400,433,157,48,228,0,0,0,994,277,89,628,155,15,24,116,697,16,74,607,379,9,28,342,181,1,22,158,0,0,0,560,10,50,500,137,6,24,107,452,276,39,137,182,111,13,58,252,156,26,70,434,267,39,128,18,9,0,9,146,58,82,140,6,179,111,0,111,68,151,85,0,85,66,28,26,26,2,85,1,82,1,3,0
WA-503,1464,423,154,887,646,142,35,469,525,263,95,167,0,0,0,"1,171",405,130,636,293,18,24,251,838,37,109,692,425,0,25,400,136,27,61,48,0,0,0,561,27,86,448,277,10,23,244,626,386,45,195,221,142,10,69,389,236,34,119,610,378,44,188,16,8,1,7,196,64,124,188,8,224,95,0,95,129,213,90,0,90,123,11,5,5,6,162,19,129,16,33,3
WA-504,949,242,117,590,351,95,22,234,226,113,34,79,0,0,0,577,208,56,313,372,34,61,277,614,40,90,484,212,11,13,188,73,16,23,34,0,0,0,285,27,36,222,329,13,54,262,335,202,27,106,139,84,9,46,153,97,11,45,292,181,20,91,43,21,7,15,105,41,49,90,15,188,67,0,67,121,177,56,0,56,121,11,11,11,0,65,3,30,1,35,2
WA-508,695,230,60,405,227,57,18,152,251,109,23,119,0,0,0,478,166,41,271,217,64,19,134,312,14,45,253,134,3,16,115,68,8,12,48,0,0,0,202,11,28,163,110,3,17,90,383,216,15,152,93,54,2,37,183,101,11,71,276,155,13,108,107,61,2,44,118,26,55,81,37,80,29,0,29,51,60,25,0,25,35,20,4,4,16,50,3,36,2,14,1
WI-500,3569,"1,304",411,"1,854","1,924",585,224,"1,115","1,515",679,171,665,7,2,5,"3,446","1,264",397,"1,785",123,40,14,69,"1,480",7,204,"1,269",987,5,131,851,427,0,65,362,7,2,5,"1,421",5,198,"1,218",59,2,6,51,"2,089","1,297",207,585,937,580,93,264,"1,088",679,106,303,"2,025","1,259",199,567,64,38,8,18,694,307,362,669,25,246,236,3,239,7,182,172,3,175,7,64,64,64,0,259,6,256,6,3,0
WI-501,1499,404,121,974,677,125,36,516,668,270,80,318,39,4,35,"1,384",395,120,869,115,9,1,105,887,8,70,809,498,7,26,465,259,1,39,219,39,4,35,796,8,69,719,91,0,1,90,612,396,51,165,179,118,10,51,409,269,41,99,588,387,51,150,24,9,0,15,179,44,131,175,4,127,83,11,94,33,123,79,11,90,33,4,4,4,0,164,11,154,11,10,0
WI-502,210,59,24,127,97,19,12,66,102,40,10,52,0,0,0,199,59,22,118,11,0,2,9,123,2,17,104,70,2,10,58,42,0,5,37,0,0,0,112,2,15,95,11,0,2,9,87,57,7,23,27,17,2,8,60,40,5,15,87,57,7,23,0,0,0,0,27,10,17,27,0,12,12,0,12,0,10,10,0,10,0,2,2,2,0,35,4,35,4,0,0
WI-503,777,203,68,506,413,112,33,268,256,88,29,139,14,1,13,683,200,63,420,94,3,5,86,439,2,34,403,217,0,20,197,116,0,8,108,14,1,13,347,0,29,318,92,2,5,85,338,201,34,103,196,112,13,71,140,88,21,31,336,200,34,102,2,1,0,1,107,61,45,106,1,139,95,7,102,37,121,77,7,84,37,18,18,18,0,62,1,51,1,11,0
WV-500,97,21,2,74,71,9,1,61,17,9,1,7,0,0,0,88,18,2,68,9,3,0,6,63,0,2,61,54,0,1,53,5,0,1,4,0,0,0,59,0,2,57,4,0,0,4,34,21,0,13,17,9,0,8,12,9,0,3,29,18,0,11,5,3,0,2,11,6,3,9,2,23,20,0,20,3,23,20,0,20,3,0,0,0,0,5,1,4,1,1,0
WV-501,218,60,20,138,143,29,15,99,52,31,3,18,13,1,12,208,60,19,129,10,0,1,9,118,0,13,105,94,0,10,84,1,0,1,0,13,1,12,108,0,12,96,10,0,1,9,100,60,7,33,49,29,5,15,51,31,2,18,100,60,7,33,0,0,0,0,35,17,18,35,0,50,39,4,43,7,41,30,4,34,7,9,9,9,0,18,1,15,1,3,0
WV-503,360,52,28,280,244,38,17,189,103,14,11,78,0,0,0,347,52,28,267,13,0,0,13,281,2,26,253,190,2,16,172,78,0,10,68,0,0,0,268,2,26,240,13,0,0,13,79,50,2,27,54,36,1,17,25,14,1,10,79,50,2,27,0,0,0,0,26,17,9,26,0,51,45,0,45,6,51,45,0,45,6,0,0,0,0,31,1,29,1,2,0
WV-508,1338,165,132,"1,041",731,82,68,581,209,31,13,165,0,0,0,940,113,81,746,398,52,51,295,"1,026",0,104,922,590,0,57,533,150,0,11,139,0,0,0,740,0,68,672,286,0,36,250,312,165,28,119,141,82,11,48,59,31,2,26,200,113,13,74,112,52,15,45,101,43,18,61,40,358,196,0,196,162,309,180,0,180,129,49,16,16,33,279,19,255,18,24,1
WY-500,757,182,71,504,268,41,31,196,295,110,17,168,0,0,0,563,151,48,364,194,31,23,140,463,8,51,404,209,6,27,176,118,0,8,110,0,0,0,327,6,35,286,136,2,16,118,294,174,20,100,59,35,4,20,177,110,9,58,236,145,13,78,58,29,7,22,89,18,58,76,13,144,104,0,104,40,105,86,0,86,19,39,18,18,21,116,6,95,3,21,3
