CoC,Count,"Overall Homeless - Under 18, 2013","Overall Homeless - Age 18 to 24, 2013","Overall Homeless - Over 24, 2013","Sheltered ES Homeless, 2013","Sheltered ES Homeless - Under 18, 2013","Sheltered ES Homeless - Age 18 to 24, 2013","Sheltered ES Homeless - Over 24, 2013","Sheltered TH Homeless, 2013","Sheltered TH Homeless - Under 18, 2013","Sheltered TH Homeless - Age 18 to 24, 2013","Sheltered TH Homeless - Over 24, 2013","Sheltered SH Homeless, 2013","Sheltered SH Homeless - Age 18 to 24, 2013","Sheltered SH Homeless - Over 24, 2013","Sheltered Total Homeless, 2013","Sheltered Total Homeless - Under 18, 2013","Sheltered Total Homeless - Age 18 to 24, 2013","Sheltered Total Homeless - Over 24, 2013","Unsheltered Homeless, 2013","Unsheltered Homeless - Under 18, 2013","Unsheltered Homeless - Age 18 to 24, 2013","Unsheltered Homeless - Over 24, 2013","Overall Homeless Individuals, 2013","Overall Homeless Individuals - Under 18, 2013","Overall Homeless Individuals - Age 18 to 24, 2013","Overall Homeless Individuals - Over 24, 2013","Sheltered ES Homeless Individuals, 2013","Sheltered ES Homeless Individuals - Under 18, 2013","Sheltered ES Homeless Individuals - Age 18 to 24, 2013","Sheltered ES Homeless Individuals - Over 24, 2013","Sheltered TH Homeless Individuals, 2013","Sheltered TH Homeless Individuals - Under 18, 2013","Sheltered TH Homeless Individuals - Age 18 to 24, 2013","Sheltered TH Homeless Individuals - Over 24, 2013","Sheltered SH Homeless Individuals, 2013","Sheltered SH Homeless Individuals - Age 18 to 24, 2013","Sheltered SH Homeless Individuals - Over 24, 2013","Sheltered Total Homeless Individuals, 2013","Sheltered Total Homeless Individuals - Under 18, 2013","Sheltered Total Homeless Individuals - Age 18 to 24, 2013","Sheltered Total Homeless Individuals - Over 24, 2013","Unsheltered Homeless Individuals, 2013","Unsheltered Homeless Individuals - Under 18, 2013","Unsheltered Homeless Individuals - Age 18 to 24, 2013","Unsheltered Homeless Individuals - Over 24, 2013","Overall Homeless People in Families, 2013","Overall Homeless People in Families - Under 18, 2013","Overall Homeless People in Families - Age 18 to 24, 2013","Overall Homeless People in Families - Over 24, 2013","Sheltered ES Homeless People in Families, 2013","Sheltered ES Homeless People in Families - Under 18, 2013","Sheltered ES Homeless People in Families - Age 18 to 24, 2013","Sheltered ES Homeless People in Families - Over 24, 2013","Sheltered TH Homeless People in Families, 2013","Sheltered TH Homeless People in Families - Under 18, 2013","Sheltered TH Homeless People in Families - Age 18 to 24, 2013","Sheltered TH Homeless People in Families - Over 24, 2013","Sheltered Total Homeless People in Families, 2013","Sheltered Total Homeless People in Families - Under 18, 2013","Sheltered Total Homeless People in Families - Age 18 to 24, 2013","Sheltered Total Homeless People in Families - Over 24, 2013","Unsheltered Homeless People in Families, 2013","Unsheltered Homeless People in Families - Under 18, 2013","Unsheltered Homeless People in Families - Age 18 to 24, 2013","Unsheltered Homeless People in Families - Over 24, 2013","Overall Homeless Family Households, 2013","Sheltered ES Homeless Family Households, 2013","Sheltered TH Homeless Family Households, 2013","Sheltered Total Homeless Family Households, 2013","Unsheltered Homeless Family Households, 2013","Overall Chronically Homeless, 2013","Sheltered ES Chronically Homeless, 2013","Sheltered SH Chronically Homeless, 2013","Sheltered Total Chronically Homeless, 2013","Unsheltered Chronically Homeless, 2013","Overall Chronically Homeless Individuals, 2013","Sheltered ES Chronically Homeless Individuals, 2013","Sheltered SH Chronically Homeless Individuals, 2013","Sheltered Total Chronically Homeless Individuals, 2013","Unsheltered Chronically Homeless Individuals, 2013","Overall Chronically Homeless People in Families, 2013","Sheltered ES Chronically Homeless People in Families, 2013","Sheltered Total Chronically Homeless People in Families, 2013","Unsheltered Chronically Homeless People in Families, 2013","Overall Homeless Veterans, 2013","Overall Homeless Veterans - Female, 2013","Sheltered Total Homeless Veterans, 2013","Sheltered Total Homeless Veterans - Female, 2013","Unsheltered Homeless Veterans, 2013","Unsheltered Homeless Veterans - Female, 2013"
MD-511,87,11,9,67,50,2,6,42,17,6,1,10,0,0,0,67,8,7,52,20,3,2,15,66,0,8,58,45,0,6,39,6,0,0,6,0,0,0,51,0,6,45,15,0,2,13,21,11,1,9,5,2,0,3,11,6,1,4,16,8,1,7,5,3,0,2,9,2,5,7,2,19,9,0,9,10,14,9,0,9,5,5,0,0,5,2,0,2,0,0,0
MD-512,192,32,15,145,166,32,8,126,21,0,2,19,0,0,0,187,32,10,145,5,0,5,0,133,0,13,120,107,0,6,101,21,0,2,19,0,0,0,128,0,8,120,5,0,5,0,59,32,2,25,59,32,2,25,0,0,0,0,59,32,2,25,0,0,0,0,21,21,0,21,0,39,37,0,37,2,39,37,0,37,2,0,0,0,0,16,0,16,0,0,0
MD-513,360,73,31,256,283,49,26,208,36,20,2,14,0,0,0,319,69,28,222,41,4,3,34,239,0,19,220,200,0,14,186,8,0,2,6,0,0,0,208,0,16,192,31,0,3,28,121,73,12,36,83,49,12,22,28,20,0,8,111,69,12,30,10,4,0,6,38,25,10,35,3,51,44,0,44,7,48,41,0,41,7,3,3,3,0,33,3,29,3,4,0
MD-600,686,251,77,358,290,123,26,141,210,110,22,78,0,0,0,500,233,48,219,186,18,29,139,316,18,53,245,97,0,13,84,33,0,11,22,0,0,0,130,0,24,106,186,18,29,139,370,233,24,113,193,123,13,57,177,110,11,56,370,233,24,113,0,0,0,0,123,61,62,123,0,93,44,0,44,49,69,20,0,20,49,24,24,24,0,25,1,20,1,5,0
MD-601,1004,229,77,698,546,131,46,369,280,98,19,163,35,2,33,861,229,67,565,143,0,10,133,638,0,43,595,337,0,26,311,123,0,5,118,35,2,33,495,0,33,462,143,0,10,133,366,229,34,103,209,131,20,58,157,98,14,45,366,229,34,103,0,0,0,0,117,66,51,117,0,228,126,35,161,67,222,120,35,155,67,6,6,6,0,33,3,27,3,6,0
ME-500,3016,910,349,"1,757","1,090",211,135,744,"1,851",689,201,961,13,1,12,"2,954",900,337,"1,717",62,10,12,40,"1,563",63,248,"1,252",788,33,111,644,717,28,127,562,13,1,12,"1,518",61,239,"1,218",45,2,9,34,"1,453",847,101,505,302,178,24,100,"1,134",661,74,399,"1,436",839,98,499,17,8,3,6,494,105,382,487,7,176,170,6,176,0,159,153,6,159,0,17,17,17,0,164,11,150,11,14,0
MI-500,1806,585,314,907,528,159,73,296,761,349,125,287,0,0,0,"1,289",508,198,583,517,77,116,324,938,84,232,622,312,21,51,240,238,19,77,142,0,0,0,550,40,128,382,388,44,104,240,868,501,82,285,216,138,22,56,523,330,48,145,739,468,70,201,129,33,12,84,267,66,158,224,43,95,42,0,42,53,71,33,0,33,38,24,9,9,15,87,11,65,7,22,4
MI-501,2789,317,256,"2,216","1,348",157,157,"1,034","1,138",157,88,893,21,0,21,"2,507",314,245,"1,948",282,3,11,268,"2,314",27,213,"2,074","1,116",15,142,959,899,12,60,827,21,0,21,"2,036",27,202,"1,807",278,0,11,267,475,290,43,142,232,142,15,75,239,145,28,66,471,287,43,141,4,3,0,1,160,70,89,159,1,291,175,8,183,108,274,158,8,166,108,17,17,17,0,518,21,507,21,11,0
MI-502,380,113,22,245,105,41,9,55,235,72,13,150,18,0,18,358,113,22,223,22,0,0,22,200,2,8,190,41,1,4,36,119,1,4,114,18,0,18,178,2,8,168,22,0,0,22,180,111,14,55,64,40,5,19,116,71,9,36,180,111,14,55,0,0,0,0,53,20,33,53,0,20,2,12,14,6,20,2,12,14,6,0,0,0,0,33,1,29,1,4,0
MI-503,504,36,82,386,234,25,29,180,71,10,17,44,0,0,0,305,35,46,224,199,1,36,162,430,5,69,356,171,1,16,154,60,3,17,40,0,0,0,231,4,33,194,199,1,36,162,74,31,13,30,63,24,13,26,11,7,0,4,74,31,13,30,0,0,0,0,18,14,4,18,0,70,49,0,49,21,68,47,0,47,21,2,2,2,0,16,1,14,0,2,1
MI-504,698,151,53,494,281,29,1,251,329,122,52,155,0,0,0,610,151,53,406,88,0,0,88,477,9,27,441,249,7,0,242,140,2,27,111,0,0,0,389,9,27,353,88,0,0,88,221,142,26,53,32,22,1,9,189,120,25,44,221,142,26,53,0,0,0,0,83,10,73,83,0,64,49,0,49,15,60,45,0,45,15,4,4,4,0,22,0,21,0,1,0
MI-505,387,68,38,281,185,38,21,126,85,30,14,41,0,0,0,270,68,35,167,117,0,3,114,241,6,20,215,84,6,6,72,40,0,11,29,0,0,0,124,6,17,101,117,0,3,114,146,62,18,66,101,32,15,54,45,30,3,12,146,62,18,66,0,0,0,0,62,50,12,62,0,25,12,0,12,13,20,7,0,7,13,5,5,5,0,26,2,19,2,7,0
MI-506,732,329,92,311,260,61,39,160,428,268,52,108,0,0,0,688,329,91,268,44,0,1,43,272,25,36,211,181,10,30,141,47,15,5,27,0,0,0,228,25,35,168,44,0,1,43,460,304,56,100,79,51,9,19,381,253,47,81,460,304,56,100,0,0,0,0,149,25,124,149,0,117,73,0,73,44,101,57,0,57,44,16,16,16,0,49,2,31,2,18,0
MI-507,642,227,64,351,441,136,36,269,170,87,27,56,0,0,0,611,223,63,325,31,4,1,26,327,12,42,273,260,7,27,226,36,1,14,21,0,0,0,296,8,41,247,31,4,1,26,315,215,22,78,181,129,9,43,134,86,13,35,315,215,22,78,0,0,0,0,96,55,41,96,0,48,47,0,47,1,23,22,0,22,1,25,25,25,0,23,4,22,4,1,0
MI-508,423,65,35,323,291,54,25,212,66,11,7,48,0,0,0,357,65,32,260,66,0,3,63,326,1,29,296,207,0,20,187,53,1,6,46,0,0,0,260,1,26,233,66,0,3,63,97,64,6,27,84,54,5,25,13,10,1,2,97,64,6,27,0,0,0,0,30,27,3,30,0,67,48,0,48,19,67,48,0,48,19,0,0,0,0,70,3,63,3,7,0
MI-509,510,92,41,377,241,45,14,182,103,42,13,48,0,0,0,344,87,27,230,166,5,14,147,359,1,25,333,170,1,7,162,40,0,6,34,0,0,0,210,1,13,196,149,0,12,137,151,91,16,44,71,44,7,20,63,42,7,14,134,86,14,34,17,5,2,10,48,27,16,43,5,116,59,0,59,57,116,59,0,59,57,0,0,0,0,61,1,51,1,10,0
MI-510,350,128,27,195,181,70,13,98,157,58,14,85,5,0,5,343,128,27,188,7,0,0,7,175,10,17,148,88,7,8,73,75,3,9,63,5,0,5,168,10,17,141,7,0,0,7,175,118,10,47,93,63,5,25,82,55,5,22,175,118,10,47,0,0,0,0,53,29,24,53,0,16,15,0,15,1,16,15,0,15,1,0,0,0,0,16,1,15,1,1,0
MI-511,124,46,17,61,72,18,8,46,39,21,9,9,0,0,0,111,39,17,55,13,7,0,6,48,0,9,39,41,0,5,36,5,0,4,1,0,0,0,46,0,9,37,2,0,0,2,76,46,8,22,31,18,3,10,34,21,5,8,65,39,8,18,11,7,0,4,24,11,11,22,2,12,12,0,12,0,12,12,0,12,0,0,0,0,0,8,1,8,1,0,0
MI-512,328,88,27,213,186,26,12,148,103,56,12,35,0,0,0,289,82,24,183,39,6,3,30,196,6,23,167,147,2,10,135,21,4,11,6,0,0,0,168,6,21,141,28,0,2,26,132,82,4,46,39,24,2,13,82,52,1,29,121,76,3,42,11,6,1,4,50,13,34,47,3,40,27,0,27,13,40,27,0,27,13,0,0,0,0,12,1,11,1,1,0
MI-513,74,10,11,53,29,3,3,23,40,7,8,25,0,0,0,69,10,11,48,5,0,0,5,58,3,8,47,23,0,2,21,32,3,6,23,0,0,0,55,3,8,44,3,0,0,3,16,7,3,6,6,3,1,2,8,4,2,2,14,7,3,4,2,0,0,2,6,3,2,5,1,4,4,0,4,0,4,4,0,4,0,0,0,0,0,3,0,3,0,0,0
MI-514,236,55,14,167,103,45,8,50,69,9,5,55,0,0,0,172,54,13,105,64,1,1,62,167,7,8,152,48,6,5,37,55,0,2,53,0,0,0,103,6,7,90,64,1,1,62,69,48,6,15,55,39,3,13,14,9,3,2,69,48,6,15,0,0,0,0,20,15,5,20,0,22,10,0,10,12,20,8,0,8,12,2,2,2,0,77,5,34,5,43,0
MI-515,139,23,9,107,59,18,7,34,77,5,2,70,0,0,0,136,23,9,104,3,0,0,3,111,5,6,100,33,0,4,29,75,5,2,68,0,0,0,108,5,6,97,3,0,0,3,28,18,3,7,26,18,3,5,2,0,0,2,28,18,3,7,0,0,0,0,7,6,1,7,0,2,1,0,1,1,2,1,0,1,1,0,0,0,0,32,1,31,1,1,0
MI-516,644,250,107,287,102,31,10,61,134,30,28,76,0,0,0,236,61,38,137,408,189,69,150,270,25,67,178,53,0,7,46,91,7,25,59,0,0,0,144,7,32,105,126,18,35,73,374,225,40,109,49,31,3,15,43,23,3,17,92,54,6,32,282,171,34,77,147,17,19,36,111,64,4,0,4,60,30,2,0,2,28,34,2,2,32,21,3,6,2,15,1
MI-517,187,56,14,117,65,14,4,47,89,42,8,39,0,0,0,154,56,12,86,33,0,2,31,92,0,6,86,43,0,3,40,16,0,1,15,0,0,0,59,0,4,55,33,0,2,31,95,56,8,31,22,14,1,7,73,42,7,24,95,56,8,31,0,0,0,0,38,11,27,38,0,13,8,0,8,5,13,8,0,8,5,0,0,0,0,15,1,4,0,11,1
MI-518,127,44,24,59,46,24,4,18,51,20,10,21,0,0,0,97,44,14,39,30,0,10,20,61,2,20,39,13,2,3,8,18,0,7,11,0,0,0,31,2,10,19,30,0,10,20,66,42,4,20,33,22,1,10,33,20,3,10,66,42,4,20,0,0,0,0,20,9,11,20,0,10,3,0,3,7,8,1,0,1,7,2,2,2,0,1,0,1,0,0,0
MI-519,318,122,36,160,123,28,16,79,174,90,14,70,0,0,0,297,118,30,149,21,4,6,11,134,2,22,110,82,1,11,70,39,1,6,32,0,0,0,121,2,17,102,13,0,5,8,184,120,14,50,41,27,5,9,135,89,8,38,176,116,13,47,8,4,1,3,56,15,39,54,2,3,2,0,2,1,3,2,0,2,1,0,0,0,0,9,1,9,1,0,0
MI-523,129,56,12,61,47,24,4,19,49,29,2,18,0,0,0,96,53,6,37,33,3,6,24,40,0,4,36,7,0,0,7,7,0,1,6,0,0,0,14,0,1,13,26,0,3,23,89,56,8,25,40,24,4,12,42,29,1,12,82,53,5,24,7,3,3,1,25,10,12,22,3,7,4,0,4,3,1,0,0,0,1,6,4,4,2,1,1,1,1,0,0
MN-500,3591,"1,365",294,"1,932","2,449",948,170,"1,331",978,411,121,446,0,0,0,"3,427","1,359",291,"1,777",164,6,3,155,"1,623",24,220,"1,379","1,113",18,126,969,349,2,91,256,0,0,0,"1,462",20,217,"1,225",161,4,3,154,"1,968","1,341",74,553,"1,336",930,44,362,629,409,30,190,"1,965","1,339",74,552,3,2,0,1,514,311,202,513,1,533,475,0,475,58,373,315,0,315,58,160,160,160,0,129,3,120,3,9,0
MN-501,1417,444,262,711,609,143,66,400,727,289,173,265,10,0,10,"1,346",432,239,675,71,12,23,36,678,29,134,515,383,9,40,334,224,12,73,139,10,0,10,617,21,113,483,61,8,21,32,739,415,128,196,226,134,26,66,503,277,100,126,729,411,126,192,10,4,2,4,251,70,177,247,4,288,222,10,232,56,210,148,10,158,52,78,74,74,4,54,4,48,4,6,0
MN-502,452,188,41,223,246,85,18,143,179,103,18,58,0,0,0,425,188,36,201,27,0,5,22,146,3,14,129,103,3,8,92,16,0,1,15,0,0,0,119,3,9,107,27,0,5,22,306,185,27,94,143,82,10,51,163,103,17,43,306,185,27,94,0,0,0,0,101,52,49,101,0,73,58,0,58,15,34,19,0,19,15,39,39,39,0,3,0,2,0,1,0
MN-503,745,369,72,304,268,127,23,118,367,220,29,118,0,0,0,635,347,52,236,110,22,20,68,213,3,37,173,83,1,13,69,53,0,5,48,0,0,0,136,1,18,117,77,2,19,56,532,366,35,131,185,126,10,49,314,220,24,70,499,346,34,119,33,20,1,12,182,76,96,172,10,89,48,0,48,41,55,20,0,20,35,34,28,28,6,11,3,8,3,3,0
MN-504,265,87,37,141,12,4,2,6,82,44,5,33,0,0,0,94,48,7,39,171,39,30,102,131,4,36,91,6,0,1,5,15,1,5,9,0,0,0,21,1,6,14,110,3,30,77,134,83,1,50,6,4,1,1,67,43,0,24,73,47,1,25,61,36,0,25,41,2,19,21,20,40,2,0,2,38,16,2,0,2,14,24,0,0,24,21,0,11,0,10,0
MN-505,657,150,125,382,178,45,31,102,282,55,53,174,0,0,0,460,100,84,276,197,50,41,106,449,28,99,322,113,3,25,85,190,0,39,151,0,0,0,303,3,64,236,146,25,35,86,208,122,26,60,65,42,6,17,92,55,14,23,157,97,20,40,51,25,6,20,68,21,30,51,17,114,63,0,63,51,79,35,0,35,44,35,28,28,7,92,7,72,4,20,3
MN-506,253,103,30,120,101,40,2,59,148,63,28,57,0,0,0,249,103,30,116,4,0,0,4,108,14,30,64,46,7,2,37,58,7,28,23,0,0,0,104,14,30,60,4,0,0,4,145,89,0,56,55,33,0,22,90,56,0,34,145,89,0,56,0,0,0,0,42,18,24,42,0,36,32,0,32,4,21,17,0,17,4,15,15,15,0,6,1,3,0,3,1
MN-508,287,97,22,168,157,40,8,109,94,50,6,38,0,0,0,251,90,14,147,36,7,8,21,132,0,20,112,99,0,8,91,15,0,5,10,0,0,0,114,0,13,101,18,0,7,11,155,97,2,56,58,40,0,18,79,50,1,28,137,90,1,46,18,7,1,10,43,14,24,38,5,62,55,0,55,7,41,34,0,34,7,21,21,21,0,17,0,17,0,0,0
MN-509,410,136,71,203,112,29,20,63,188,98,29,61,0,0,0,300,127,49,124,110,9,22,79,205,10,48,147,79,2,17,60,38,8,9,21,0,0,0,117,10,26,81,88,0,22,66,205,126,23,56,33,27,3,3,150,90,20,40,183,117,23,43,22,9,0,13,70,15,49,64,6,103,24,0,24,79,80,16,0,16,64,23,8,8,15,15,1,5,1,10,0
MN-511,137,51,30,56,26,9,5,12,86,34,24,28,0,0,0,112,43,29,40,25,8,1,16,43,0,13,30,12,0,4,8,18,0,8,10,0,0,0,30,0,12,18,13,0,1,12,94,51,17,26,14,9,1,4,68,34,16,18,82,43,17,22,12,8,0,4,26,7,17,24,2,12,12,0,12,0,6,6,0,6,0,6,6,6,0,1,0,0,0,1,0
MO-500,388,204,66,118,155,92,15,48,204,106,50,48,0,0,0,359,198,65,96,29,6,1,22,140,49,41,50,48,20,10,18,78,29,31,18,0,0,0,126,49,41,36,14,0,0,14,248,155,25,68,107,72,5,30,126,77,19,30,233,149,24,60,15,6,1,8,83,31,48,79,4,116,96,0,96,20,33,23,0,23,10,83,73,73,10,41,0,40,0,1,0
MO-501,1423,440,141,842,612,161,72,379,697,274,64,359,18,1,17,"1,327",435,137,755,96,5,4,87,793,14,87,692,372,3,46,323,316,11,37,268,18,1,17,706,14,84,608,87,0,3,84,630,426,54,150,240,158,26,56,381,263,27,91,621,421,53,147,9,5,1,3,198,80,114,194,4,138,97,13,110,28,118,79,13,92,26,20,18,18,2,193,14,173,13,20,1
MO-503,940,333,47,560,392,188,27,177,184,59,9,116,0,0,0,576,247,36,293,364,86,11,267,387,5,32,350,92,5,16,71,91,0,8,83,0,0,0,183,5,24,154,204,0,8,196,553,328,15,210,300,183,11,106,93,59,1,33,393,242,12,139,160,86,3,71,186,97,30,127,59,78,50,0,50,28,21,8,0,8,13,57,42,42,15,3,0,0,0,3,0
MO-600,711,190,132,389,169,49,32,88,360,126,59,175,0,0,0,529,175,91,263,182,15,41,126,349,0,95,254,61,0,15,46,134,0,46,88,0,0,0,195,0,61,134,154,0,34,120,362,190,37,135,108,49,17,42,226,126,13,87,334,175,30,129,28,15,7,6,144,53,78,131,13,105,0,0,0,105,105,0,0,0,105,0,0,0,0,48,5,12,5,36,0
MO-602,574,138,30,406,261,77,15,169,278,61,15,202,0,0,0,539,138,30,371,35,0,0,35,353,6,13,334,137,6,6,125,181,0,7,174,0,0,0,318,6,13,299,35,0,0,35,221,132,17,72,124,71,9,44,97,61,8,28,221,132,17,72,0,0,0,0,61,31,30,61,0,18,6,0,6,12,18,6,0,6,12,0,0,0,0,106,0,99,0,7,0
MO-603,186,41,12,133,114,22,11,81,46,19,1,26,17,0,17,177,41,12,124,9,0,0,9,123,0,0,123,80,0,0,80,17,0,0,17,17,0,17,114,0,0,114,9,0,0,9,63,41,12,10,34,22,11,1,29,19,1,9,63,41,12,10,0,0,0,0,18,9,9,18,0,96,71,17,88,8,90,65,17,82,8,6,6,6,0,30,0,28,0,2,0
MO-604a,2691,701,181,"1,809",801,103,39,659,957,386,63,508,8,0,8,"1,766",489,102,"1,175",925,212,79,634,"1,486",22,67,"1,397",604,10,27,567,350,6,20,324,8,0,8,962,16,47,899,524,6,20,498,"1,205",679,114,412,197,93,12,92,607,380,43,184,804,473,55,276,401,206,59,136,357,51,193,244,113,327,129,4,133,194,201,88,4,92,109,126,41,41,85,316,29,228,17,88,12
MO-606,2030,533,287,"1,210",912,307,89,516,552,100,127,325,8,0,8,"1,472",407,216,849,558,126,71,361,"1,202",24,219,959,476,22,53,401,386,0,115,271,8,0,8,870,22,168,680,332,2,51,279,828,509,68,251,436,285,36,115,166,100,12,54,602,385,48,169,226,124,20,82,265,144,55,199,66,208,123,8,131,77,151,96,8,104,47,57,27,27,30,168,7,139,4,29,3
MS-500,760,79,60,621,136,27,12,97,184,52,8,124,0,0,0,320,79,20,221,440,0,40,400,641,17,53,571,99,7,9,83,102,10,4,88,0,0,0,201,17,13,171,440,0,40,400,119,62,7,50,37,20,3,14,82,42,4,36,119,62,7,50,0,0,0,0,57,17,40,57,0,277,37,0,37,240,270,30,0,30,240,7,7,7,0,47,2,25,1,22,1
MS-501,1052,297,80,675,345,126,28,191,347,125,28,194,0,0,0,692,251,56,385,360,46,24,290,707,78,52,577,208,36,19,153,207,35,12,160,0,0,0,415,71,31,313,292,7,21,264,345,219,28,98,137,90,9,38,140,90,16,34,277,180,25,72,68,39,3,26,82,24,34,58,24,58,21,0,21,37,58,21,0,21,37,0,0,0,0,117,3,85,3,32,0
MS-503,591,52,189,350,20,0,20,0,51,0,51,0,0,0,0,71,0,71,0,520,52,118,350,405,12,122,271,16,0,16,0,16,0,16,0,0,0,0,32,0,32,0,373,12,90,271,186,40,67,79,4,0,4,0,35,0,35,0,39,0,39,0,147,40,28,79,53,2,17,19,34,140,10,0,10,130,80,10,0,10,70,60,0,0,60,46,6,19,0,27,6
MT-500,1878,385,213,"1,280",706,164,55,487,388,139,41,208,0,0,0,"1,094",303,96,695,784,82,117,585,"1,211",6,163,"1,042",410,0,34,376,164,4,21,139,0,0,0,574,4,55,515,637,2,108,527,667,379,50,238,296,164,21,111,224,135,20,69,520,299,41,180,147,80,9,58,207,89,76,165,42,227,65,0,65,162,210,55,0,55,155,17,10,10,7,309,11,118,5,191,6
NC-500,394,64,26,304,271,31,21,219,110,33,5,72,0,0,0,381,64,26,291,13,0,0,13,293,0,19,274,222,0,17,205,58,0,2,56,0,0,0,280,0,19,261,13,0,0,13,101,64,7,30,49,31,4,14,52,33,3,16,101,64,7,30,0,0,0,0,33,18,15,33,0,82,72,0,72,10,76,66,0,66,10,6,6,6,0,23,3,20,3,3,0
NC-501,570,62,28,480,247,33,19,195,266,29,6,231,0,0,0,513,62,25,426,57,0,3,54,478,4,26,448,203,4,18,181,218,0,5,213,0,0,0,421,4,23,394,57,0,3,54,92,58,2,32,44,29,1,14,48,29,1,18,92,58,2,32,0,0,0,0,33,14,19,33,0,54,26,0,26,28,54,26,0,26,28,0,0,0,0,232,15,230,15,2,0
NC-502,753,118,43,592,284,57,12,215,416,61,31,324,0,0,0,700,118,43,539,53,0,0,53,572,0,35,537,198,0,10,188,321,0,25,296,0,0,0,519,0,35,484,53,0,0,53,181,118,8,55,86,57,2,27,95,61,6,28,181,118,8,55,0,0,0,0,57,25,32,57,0,87,58,0,58,29,87,58,0,58,29,0,0,0,0,93,4,87,4,6,0
NC-503,3625,950,345,"2,330","1,677",455,160,"1,062",790,268,63,459,0,0,0,"2,467",723,223,"1,521","1,158",227,122,809,"2,123",22,227,"1,874",946,8,88,850,376,2,35,339,0,0,0,"1,322",10,123,"1,189",801,12,104,685,"1,502",928,118,456,731,447,72,212,414,266,28,120,"1,145",713,100,332,357,215,18,124,512,250,122,372,140,636,238,0,238,398,503,185,0,185,318,133,53,53,80,209,19,140,13,69,6
NC-504,949,199,104,646,441,83,64,294,340,111,35,194,0,0,0,781,194,99,488,168,5,5,158,651,10,80,561,327,7,58,262,162,1,18,143,0,0,0,489,8,76,405,162,2,4,156,298,189,24,85,114,76,6,32,178,110,17,51,292,186,23,83,6,3,1,2,94,36,55,91,3,148,57,0,57,91,143,54,0,54,89,5,3,3,2,78,8,60,7,18,1
NC-505,2418,744,124,"1,550",952,161,52,739,"1,183",583,72,528,0,0,0,"2,135",744,124,"1,267",283,0,0,283,"1,296",6,47,"1,243",718,4,29,685,295,2,18,275,0,0,0,"1,013",6,47,960,283,0,0,283,"1,122",738,77,307,234,157,23,54,888,581,54,253,"1,122",738,77,307,0,0,0,0,356,75,281,356,0,158,119,0,119,39,141,102,0,102,39,17,17,17,0,120,18,110,16,10,2
NC-506,348,52,42,254,200,42,11,147,45,6,16,23,0,0,0,245,48,27,170,103,4,15,84,260,0,39,221,131,0,8,123,32,0,16,16,0,0,0,163,0,24,139,97,0,15,82,88,52,3,33,69,42,3,24,13,6,0,7,82,48,3,31,6,4,0,2,28,20,6,26,2,64,12,0,12,52,64,12,0,12,52,0,0,0,0,41,3,30,2,11,1
NC-507,1098,177,102,819,739,81,83,575,263,95,17,151,0,0,0,"1,002",176,100,726,96,1,2,93,817,4,75,738,615,4,68,543,108,0,5,103,0,0,0,723,4,73,646,94,0,2,92,281,173,27,81,124,77,15,32,155,95,12,48,279,172,27,80,2,1,0,1,86,37,48,85,1,140,135,0,135,5,129,124,0,124,5,11,11,11,0,203,2,202,2,1,0
NC-509,384,52,75,257,200,37,49,114,74,15,20,39,0,0,0,274,52,69,153,110,0,6,104,316,10,65,241,160,10,47,103,46,0,12,34,0,0,0,206,10,59,137,110,0,6,104,68,42,10,16,40,27,2,11,28,15,8,5,68,42,10,16,0,0,0,0,25,13,12,25,0,112,40,0,40,72,55,19,0,19,36,57,21,21,36,18,5,15,5,3,0
NC-511,631,182,111,338,99,19,23,57,188,100,7,81,0,0,0,287,119,30,138,344,63,81,200,343,0,90,253,64,0,16,48,37,0,0,37,0,0,0,101,0,16,85,242,0,74,168,288,182,21,85,35,19,7,9,151,100,7,44,186,119,14,53,102,63,7,32,96,16,45,61,35,293,27,0,27,266,138,11,0,11,127,155,16,16,139,77,4,27,2,50,2
NC-513,123,16,10,97,67,0,5,62,26,16,1,9,0,0,0,93,16,6,71,30,0,4,26,97,0,9,88,67,0,5,62,0,0,0,0,0,0,0,67,0,5,62,30,0,4,26,26,16,1,9,0,0,0,0,26,16,1,9,26,16,1,9,0,0,0,0,10,0,10,10,0,28,12,0,12,16,28,12,0,12,16,0,0,0,0,9,0,7,0,2,0
NC-516,875,295,209,371,104,25,27,52,31,9,0,22,0,0,0,135,34,27,74,740,261,182,297,284,1,109,174,65,1,19,45,14,0,0,14,0,0,0,79,1,19,59,205,0,90,115,591,294,100,197,39,24,8,7,17,9,0,8,56,33,8,15,535,261,92,182,190,15,5,20,170,40,6,0,6,34,33,6,0,6,27,7,0,0,7,20,1,6,0,14,1
ND-500,2069,507,266,"1,296",540,109,53,378,134,40,3,91,0,0,0,674,149,56,469,"1,395",358,210,827,"1,230",44,169,"1,017",370,8,40,322,73,0,2,71,0,0,0,443,8,42,393,787,36,127,624,839,463,97,279,170,101,13,56,61,40,1,20,231,141,14,76,608,322,83,203,244,62,21,83,161,179,68,0,68,111,110,68,0,68,42,69,0,0,69,241,2,60,2,181,0
